Id,typeOfComputationUsed,graphicalModelName,minAndMaxProbabilityofQueryequalsTrue,maxAndMaxProbabilityofQueryequalsTrue,IntervalLength,numberOfExtremePoints,allExplored,time,totaltime,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5
2,S-BP,IsingModel3X3,0.0,0.9696969696969697,0.9696969696969697,4,false,0.013,0.026000000000000002,3,3,0,0,0
3,S-BP,IsingModel3X3,0.0,0.8767123287671232,0.8767123287671232,8,false,0.03,0.056,3,3,0,0,0
4,S-BP,IsingModel3X3,0.0,0.8767123287671232,0.8767123287671232,8,false,0.028,0.084,3,3,0,0,0
5,S-BP,IsingModel3X3,0.0,0.8349788434414669,0.8349788434414669,8,false,0.09,0.174,3,3,0,0,0
6,S-BP,IsingModel3X3,0.0,0.8349788434414669,0.8349788434414669,8,false,0.09,0.264,3,3,0,0,0
7,S-BP,IsingModel3X3,0.0,0.770949720670391,0.770949720670391,16,false,0.185,0.449,3,3,0,0,0
8,S-BP,IsingModel3X3,0.30117647058823527,0.5617367706919946,0.2605603001037593,8,false,0.224,0.673,3,3,0,0,0
9,S-BP,IsingModel3X3,0.31035853406471103,0.4972641715911578,0.1869056375264468,2,false,0.449,1.122,3,3,0,0,0
10,S-BP,IsingModel3X3,0.43847673342835,0.46827921197327216,0.029802478544922184,2,false,0.917,2.039,3,3,0,0,0
11,S-BP,IsingModel3X3,0.4546278850907786,0.4546278850907786,0.0,1,false,0.364,2.403,3,3,0,0,0
12,SGDPLL,IsingModel3X3,0.4546278850907786,0.4546278850907786,0.0,0,true,0.314,0.314,3,3,0,0,0
0,S-BP,IsingModel3X4,0.0,1.0,1.0,2,false,0.0,0.0,3,4,0,0,0
1,S-BP,IsingModel3X4,0.0,0.0,0.0,4,false,0.009,0.009,3,4,0,0,0
2,S-BP,IsingModel3X4,0.0,0.0,0.0,4,false,0.01,0.019,3,4,0,0,0
3,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.024,0.043,3,4,0,0,0
4,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.026,0.06899999999999999,3,4,0,0,0
5,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.091,0.15999999999999998,3,4,0,0,0
6,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.092,0.252,3,4,0,0,0
7,S-BP,IsingModel3X4,0.0,0.0,0.0,16,false,0.157,0.40900000000000003,3,4,0,0,0
8,S-BP,IsingModel3X4,0.0,0.0,0.0,16,false,0.184,0.593,3,4,0,0,0
9,S-BP,IsingModel3X4,0.0,0.0,0.0,16,false,0.296,0.889,3,4,0,0,0
10,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.623,1.512,3,4,0,0,0
11,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.822,2.334,3,4,0,0,0
12,S-BP,IsingModel3X4,0.0,0.0,0.0,16,false,1.149,3.483,3,4,0,0,0
13,S-BP,IsingModel3X4,0.0,0.0,0.0,8,false,0.719,4.202,3,4,0,0,0
14,S-BP,IsingModel3X4,0.0,0.0,0.0,4,false,0.941,5.143,3,4,0,0,0
15,S-BP,IsingModel3X4,0.0,0.0,0.0,4,false,1.03,6.173,3,4,0,0,0
16,S-BP,IsingModel3X4,0.0,0.0,0.0,1,false,0.805,6.978,3,4,0,0,0
17,SGDPLL,IsingModel3X4,0.0,0.0,0.0,0,true,1.326,1.326,3,4,0,0,0
0,S-BP,IsingModel4X4,0.0,1.0,1.0,2,false,0.0,0.0,4,4,0,0,0
1,S-BP,IsingModel4X4,0.09090909090909091,0.9245283018867925,0.8336192109777015,4,false,0.012,0.012,4,4,0,0,0
2,S-BP,IsingModel4X4,0.09090909090909091,0.9245283018867925,0.8336192109777015,4,false,0.013,0.025,4,4,0,0,0
3,S-BP,IsingModel4X4,0.25547445255474455,0.9245283018867925,0.6690538493320479,4,false,0.022,0.047,4,4,0,0,0
4,S-BP,IsingModel4X4,0.25547445255474455,0.9245283018867925,0.6690538493320479,4,false,0.042,0.089,4,4,0,0,0
5,S-BP,IsingModel4X4,0.5115927419354839,0.908883826879271,0.3972910849437872,4,false,0.088,0.177,4,4,0,0,0
6,S-BP,IsingModel4X4,0.5115927419354839,0.908883826879271,0.3972910849437872,4,false,0.081,0.258,4,4,0,0,0
7,S-BP,IsingModel4X4,0.597027972027972,0.8962210071434871,0.2991930351155151,8,false,0.221,0.479,4,4,0,0,0
8,S-BP,IsingModel4X4,0.597027972027972,0.8962210071434871,0.2991930351155151,8,false,0.296,0.7749999999999999,4,4,0,0,0
9,S-BP,IsingModel4X4,0.597027972027972,0.8905391593203015,0.2935111872923295,8,false,0.305,1.0799999999999998,4,4,0,0,0
10,S-BP,IsingModel4X4,0.597027972027972,0.8905391593203015,0.2935111872923295,8,false,0.398,1.4779999999999998,4,4,0,0,0
11,S-BP,IsingModel4X4,0.7186148985700034,0.8905391593203015,0.1719242607502981,8,false,0.722,2.1999999999999997,4,4,0,0,0
12,S-BP,IsingModel4X4,0.7186148985700034,0.8905391593203015,0.1719242607502981,8,false,0.559,2.759,4,4,0,0,0
13,S-BP,IsingModel4X4,0.7186148985700034,0.8905391593203015,0.1719242607502981,8,false,1.031,3.79,4,4,0,0,0
14,S-BP,IsingModel4X4,0.7186148985700034,0.8905391593203015,0.1719242607502981,8,false,0.75,4.54,4,4,0,0,0
15,S-BP,IsingModel4X4,0.7186148985700034,0.7932769726247987,0.0746620740547953,8,false,0.891,5.431,4,4,0,0,0
16,S-BP,IsingModel4X4,0.7186148985700034,0.7932769726247987,0.0746620740547953,4,false,1.855,7.286,4,4,0,0,0
17,S-BP,IsingModel4X4,0.7599324223971484,0.7932769726247987,0.03334455022765026,2,false,2.395,9.681,4,4,0,0,0
18,S-BP,IsingModel4X4,0.7599324223971484,0.7932769726247987,0.03334455022765026,2,false,2.698,12.379,4,4,0,0,0
19,S-BP,IsingModel4X4,0.7599324223971484,0.7932769726247987,0.03334455022765026,4,false,3.797,16.176,4,4,0,0,0
20,S-BP,IsingModel4X4,0.7599324223971484,0.7932769726247987,0.03334455022765026,4,false,3.819,19.994999999999997,4,4,0,0,0
21,S-BP,IsingModel4X4,0.7769124587714343,0.7769124587714343,0.0,2,false,4.41,24.404999999999998,4,4,0,0,0
22,S-BP,IsingModel4X4,0.7769124587714343,0.7769124587714343,0.0,4,false,8.02,32.425,4,4,0,0,0
23,S-BP,IsingModel4X4,0.7769124587714343,0.7769124587714343,0.0,1,false,3.712,36.137,4,4,0,0,0
24,SGDPLL,IsingModel4X4,0.7769124587714343,0.7769124587714343,0.0,0,true,5.317,5.317,4,4,0,0,0
0,S-BP,Line Model,0.6363636363636364,1.0,0.36363636363636365,2,false,0.006,0.006,4,5,0,0,0
1,S-BP,Line Model,0.6756756756756757,0.7590361445783133,0.0833604689026376,2,false,0.013,0.019,4,5,0,0,0
2,S-BP,Line Model,0.7027379400260756,0.7482517482517482,0.045513808225672636,2,false,0.019,0.038,4,5,0,0,0
3,S-BP,Line Model,0.717207647843486,0.7285067873303167,0.0112991394868307,2,false,0.025,0.063,4,5,0,0,0
4,S-BP,Line Model,0.724114088159032,0.7245202112639231,4.061231048910763E-4,2,false,0.035,0.098,4,5,0,0,0
5,S-BP,Line Model,0.7243815211456063,0.7245202112639231,1.3869011831679767E-4,2,false,0.056,0.154,4,5,0,0,0
6,S-BP,Line Model,0.7243815211456063,0.7245202112639231,1.3869011831679767E-4,2,false,0.05,0.20400000000000001,4,5,0,0,0
7,S-BP,Line Model,0.7243996651242658,0.7244120468060617,1.2381681795958777E-5,2,false,0.052,0.256,4,5,0,0,0
8,S-BP,Line Model,0.7244034828404278,0.7244055011123472,2.018271919479453E-6,2,false,0.064,0.32,4,5,0,0,0
9,S-BP,Line Model,0.724404217548455,0.7244049430655831,7.255171281528305E-7,2,false,0.065,0.385,4,5,0,0,0
10,S-BP,Line Model,0.724404308737167,0.7244046454252349,3.3668806787012784E-7,2,false,0.072,0.457,4,5,0,0,0
11,S-BP,Line Model,0.7244044485773269,0.7244044525821041,4.004777176547236E-9,2,false,0.083,0.54,4,5,0,0,0
12,S-BP,Line Model,0.724404449360343,0.7244044509529793,1.5926363561291623E-9,2,false,0.088,0.628,4,5,0,0,0
13,S-BP,Line Model,0.7244044502052833,0.7244044506315727,4.2628933716315487E-10,2,false,0.089,0.717,4,5,0,0,0
14,S-BP,Line Model,0.7244044502825998,0.7244044505461094,2.6350954751563904E-10,2,false,0.097,0.814,4,5,0,0,0
15,S-BP,Line Model,0.7244044503716475,0.7244044505052197,1.3357226436028213E-10,2,false,0.099,0.9129999999999999,4,5,0,0,0
16,S-BP,Line Model,0.7244044504040286,0.7244044505052197,1.0119116655715743E-10,2,false,0.108,1.021,4,5,0,0,0
17,S-BP,Line Model,0.7244044504492536,0.7244044504538457,4.5921044744545725E-12,2,false,0.135,1.156,4,5,0,0,0
18,S-BP,Line Model,0.7244044504510379,0.7244044504510379,0.0,1,false,0.064,1.22,4,5,0,0,0
19,SGDPLL,Line Model,0.7244044504510379,0.7244044504510379,0.0,0,true,715.008,715.008,4,5,0,0,0
0,S-BP,Binary Tree Model,0.0,1.0,1.0,2,false,0.001,0.001,4,5,0,0,0
1,S-BP,Binary Tree Model,0.6666666666666666,1.0,0.33333333333333337,4,false,0.009,0.009999999999999998,4,5,0,0,0
2,S-BP,Binary Tree Model,0.6666666666666666,1.0,0.33333333333333337,4,false,0.009,0.018999999999999996,4,5,0,0,0
3,S-BP,Binary Tree Model,0.6774193548387096,1.0,0.32258064516129037,8,false,0.031,0.049999999999999996,4,5,0,0,0
4,S-BP,Binary Tree Model,0.6774193548387096,1.0,0.32258064516129037,8,false,0.063,0.11299999999999999,4,5,0,0,0
5,S-BP,Binary Tree Model,0.6774193548387096,0.8557196839574029,0.1783003291186933,8,false,0.089,0.20199999999999999,4,5,0,0,0
6,S-BP,Binary Tree Model,0.6774193548387096,0.8557196839574029,0.1783003291186933,8,false,0.099,0.301,4,5,0,0,0
7,S-BP,Binary Tree Model,0.6774193548387096,0.8557196839574029,0.1783003291186933,12,false,0.138,0.439,4,5,0,0,0
8,S-BP,Binary Tree Model,0.6774193548387096,0.8557196839574029,0.1783003291186933,12,false,0.133,0.5720000000000001,4,5,0,0,0
9,S-BP,Binary Tree Model,0.7297297297297297,0.8389314476527205,0.10920171792299083,12,false,0.231,0.803,4,5,0,0,0
10,S-BP,Binary Tree Model,0.7297297297297297,0.8389314476527205,0.10920171792299083,12,false,0.227,1.03,4,5,0,0,0
11,S-BP,Binary Tree Model,0.7297297297297297,0.8353278938482249,0.10559816411849521,9,false,0.56,1.59,4,5,0,0,0
12,S-BP,Binary Tree Model,0.7713967103429049,0.8353278938482249,0.06393118350532001,12,false,0.644,2.234,4,5,0,0,0
13,S-BP,Binary Tree Model,0.7713967103429049,0.8353278938482249,0.06393118350532001,12,false,0.677,2.911,4,5,0,0,0
14,S-BP,Binary Tree Model,0.8013245033112583,0.803921568627451,0.002597065316192748,12,false,0.606,3.517,4,5,0,0,0
15,S-BP,Binary Tree Model,0.8013245033112583,0.803921568627451,0.002597065316192748,12,false,0.67,4.187,4,5,0,0,0
16,S-BP,Binary Tree Model,0.8013245033112583,0.803921568627451,0.002597065316192748,16,false,1.827,6.014,4,5,0,0,0
17,S-BP,Binary Tree Model,0.8013245033112583,0.803921568627451,0.002597065316192748,8,false,3.953,9.967,4,5,0,0,0
18,S-BP,Binary Tree Model,0.801980198019802,0.8026998961578401,7.196981380380718E-4,8,false,4.265,14.232,4,5,0,0,0
19,S-BP,Binary Tree Model,0.801980198019802,0.8026998961578401,7.196981380380718E-4,8,false,3.867,18.099,4,5,0,0,0
20,S-BP,Binary Tree Model,0.801980198019802,0.8026998961578401,7.196981380380718E-4,8,false,4.867,22.966,4,5,0,0,0
21,S-BP,Binary Tree Model,0.801980198019802,0.8026998961578401,7.196981380380718E-4,4,false,8.396,31.362000000000002,4,5,0,0,0
22,S-BP,Binary Tree Model,0.801980198019802,0.8020392578494413,5.905982963927414E-5,4,false,8.074,39.436,4,5,0,0,0
23,S-BP,Binary Tree Model,0.8020263059955476,0.8020263059955476,0.0,1,false,11.615,51.051,4,5,0,0,0
24,SGDPLL,Binary Tree Model,0.8020263059955476,0.8020263059955476,0.0,0,true,6.653,6.653,4,5,0,0,0
0,S-BP,IsingModel2X2,0.0,1.0,1.0,2,false,0.0,0.0,2,2,0,0,0
1,S-BP,IsingModel2X2,0.0,1.0,1.0,3,false,0.009,0.009,2,2,0,0,0
2,S-BP,IsingModel2X2,0.01276595744680851,1.0,0.9872340425531915,4,false,0.021,0.03,2,2,0,0,0
3,S-BP,IsingModel2X2,0.14634146341463414,0.14634146341463414,0.0,1,false,0.055,0.08499999999999999,2,2,0,0,0
4,SGDPLL,IsingModel2X2,0.14634146341463414,0.14634146341463414,0.0,0,true,0.014,0.014,2,2,0,0,0
0,S-BP,IsingModel3X3,0.0,1.0,1.0,2,false,0.0,0.0,3,3,0,0,0
1,S-BP,IsingModel3X3,0.25,1.0,0.75,4,false,0.024,0.024,3,3,0,0,0
2,S-BP,IsingModel3X3,0.25,1.0,0.75,4,false,0.018,0.041999999999999996,3,3,0,0,0
3,S-BP,IsingModel3X3,0.2708333333333333,1.0,0.7291666666666667,8,false,0.058,0.1,3,3,0,0,0
4,S-BP,IsingModel3X3,0.2708333333333333,1.0,0.7291666666666667,8,false,0.108,0.20800000000000002,3,3,0,0,0
5,S-BP,IsingModel3X3,0.48572628043660787,0.804919423240034,0.3191931428034261,4,false,0.136,0.34400000000000003,3,3,0,0,0
6,S-BP,IsingModel3X3,0.516057091882248,0.7598078462770216,0.24375075439477356,4,false,0.147,0.491,3,3,0,0,0
7,S-BP,IsingModel3X3,0.516057091882248,0.7598078462770216,0.24375075439477356,4,false,0.196,0.687,3,3,0,0,0
8,S-BP,IsingModel3X3,0.516057091882248,0.7598078462770216,0.24375075439477356,4,false,0.222,0.909,3,3,0,0,0
9,S-BP,IsingModel3X3,0.586504511573166,0.5944333996023857,0.00792888802921976,2,false,0.445,1.354,3,3,0,0,0
10,S-BP,IsingModel3X3,0.5933870605898494,0.5937996488000669,4.125882102175016E-4,2,false,0.475,1.8290000000000002,3,3,0,0,0
11,S-BP,IsingModel3X3,0.5935736365956723,0.5935736365956723,0.0,1,false,0.854,2.6830000000000003,3,3,0,0,0
12,SGDPLL,IsingModel3X3,0.5935736365956723,0.5935736365956723,0.0,0,true,0.464,0.464,3,3,0,0,0
0,S-BP,IsingModel3X4,0.0,1.0,1.0,2,false,0.0,0.0,3,4,0,0,0
1,S-BP,IsingModel3X4,0.047619047619047616,1.0,0.9523809523809523,4,false,0.017,0.017,3,4,0,0,0
2,S-BP,IsingModel3X4,0.047619047619047616,1.0,0.9523809523809523,4,false,0.024,0.041,3,4,0,0,0
3,S-BP,IsingModel3X4,0.047619047619047616,0.4069767441860465,0.3593576965669989,8,false,0.039,0.08,3,4,0,0,0
4,S-BP,IsingModel3X4,0.047619047619047616,0.4069767441860465,0.3593576965669989,8,false,0.069,0.14900000000000002,3,4,0,0,0
5,S-BP,IsingModel3X4,0.16072842438638163,0.3282345442957298,0.16750611990934816,8,false,0.177,0.326,3,4,0,0,0
6,S-BP,IsingModel3X4,0.16072842438638163,0.3282345442957298,0.16750611990934816,8,false,0.168,0.494,3,4,0,0,0
7,S-BP,IsingModel3X4,0.16189842537147928,0.2530683982556643,0.09116997288418502,16,false,0.365,0.859,3,4,0,0,0
8,S-BP,IsingModel3X4,0.16189842537147928,0.2530683982556643,0.09116997288418502,16,false,0.436,1.295,3,4,0,0,0
9,S-BP,IsingModel3X4,0.16189842537147928,0.24808920564032078,0.0861907802688415,16,false,0.421,1.716,3,4,0,0,0
10,S-BP,IsingModel3X4,0.21273936775562263,0.22279938566105129,0.010060017905428653,8,false,0.741,2.457,3,4,0,0,0
11,S-BP,IsingModel3X4,0.21341960946124808,0.22102948593408397,0.007609876472835897,8,false,1.037,3.4939999999999998,3,4,0,0,0
12,S-BP,IsingModel3X4,0.21341960946124808,0.22102948593408397,0.007609876472835897,8,false,1.054,4.548,3,4,0,0,0
13,S-BP,IsingModel3X4,0.2141002516332937,0.22102948593408397,0.006929234300790288,8,false,1.317,5.865,3,4,0,0,0
14,S-BP,IsingModel3X4,0.21434131492945224,0.22099635852218816,0.006655043592735915,4,false,1.937,7.8020000000000005,3,4,0,0,0
15,S-BP,IsingModel3X4,0.21558135212229176,0.21814773473992033,0.0025663826176285653,4,false,2.157,9.959,3,4,0,0,0
16,S-BP,IsingModel3X4,0.21655774423207005,0.21655774423207005,0.0,1,false,1.989,11.948,3,4,0,0,0
17,SGDPLL,IsingModel3X4,0.21655774423207005,0.21655774423207005,0.0,0,true,3.557,3.557,3,4,0,0,0
0,S-BP,IsingModel4X4,0.0,1.0,1.0,2,false,0.0,0.0,4,4,0,0,0
1,S-BP,IsingModel4X4,0.23809523809523808,0.45454545454545453,0.21645021645021645,4,false,0.01,0.01,4,4,0,0,0
2,S-BP,IsingModel4X4,0.23809523809523808,0.45454545454545453,0.21645021645021645,4,false,0.011,0.020999999999999998,4,4,0,0,0
3,S-BP,IsingModel4X4,0.2727272727272727,0.42168674698795183,0.14895947426067913,8,false,0.031,0.052,4,4,0,0,0
4,S-BP,IsingModel4X4,0.2727272727272727,0.42168674698795183,0.14895947426067913,8,false,0.036,0.088,4,4,0,0,0
5,S-BP,IsingModel4X4,0.2845528455284553,0.38896746817538896,0.10441462264693369,8,false,0.102,0.19,4,4,0,0,0
6,S-BP,IsingModel4X4,0.2845528455284553,0.38896746817538896,0.10441462264693369,8,false,0.099,0.28900000000000003,4,4,0,0,0
7,S-BP,IsingModel4X4,0.293598233995585,0.382262996941896,0.08866476294631104,16,false,0.206,0.495,4,4,0,0,0
8,S-BP,IsingModel4X4,0.293598233995585,0.382262996941896,0.08866476294631104,16,false,0.276,0.771,4,4,0,0,0
9,S-BP,IsingModel4X4,0.293598233995585,0.3536835029180799,0.06008526892249488,16,false,0.289,1.06,4,4,0,0,0
10,S-BP,IsingModel4X4,0.293598233995585,0.3536835029180799,0.06008526892249488,16,false,0.603,1.663,4,4,0,0,0
11,S-BP,IsingModel4X4,0.293598233995585,0.3536835029180799,0.06008526892249488,12,false,0.678,2.341,4,4,0,0,0
12,S-BP,IsingModel4X4,0.293598233995585,0.3536835029180799,0.06008526892249488,12,false,0.758,3.099,4,4,0,0,0
13,S-BP,IsingModel4X4,0.293598233995585,0.3533678098712475,0.059769575875662506,32,false,2.588,5.687,4,4,0,0,0
14,S-BP,IsingModel4X4,0.293598233995585,0.3533678098712475,0.059769575875662506,32,false,2.643,8.33,4,4,0,0,0
15,S-BP,IsingModel4X4,0.293598233995585,0.3533678098712475,0.059769575875662506,32,false,3.018,11.347999999999999,4,4,0,0,0
16,S-BP,IsingModel4X4,0.318112480827961,0.34901760937438636,0.030905128546425353,16,false,4.132,15.479999999999999,4,4,0,0,0
17,S-BP,IsingModel4X4,0.3251303025199682,0.3486601596094987,0.02352985708953048,8,false,7.794,23.273999999999997,4,4,0,0,0
18,S-BP,IsingModel4X4,0.3251303025199682,0.34659620294362264,0.021465900423654427,8,false,10.54,33.81399999999999,4,4,0,0,0
19,S-BP,IsingModel4X4,0.3251303025199682,0.34659620294362264,0.021465900423654427,8,false,9.922,43.73599999999999,4,4,0,0,0
20,S-BP,IsingModel4X4,0.3251303025199682,0.3458317923468297,0.020701489826861486,8,false,16.278,60.01399999999999,4,4,0,0,0
21,S-BP,IsingModel4X4,0.33432031523312206,0.3458317923468297,0.011511477113707647,4,false,12.738,72.75199999999998,4,4,0,0,0
22,S-BP,IsingModel4X4,0.33457432207830223,0.3446888128671428,0.01011449078884058,4,false,16.006,88.75799999999998,4,4,0,0,0
23,S-BP,IsingModel4X4,0.3421132439189351,0.3421132439189351,0.0,1,false,8.59,97.34799999999998,4,4,0,0,0
24,SGDPLL,IsingModel4X4,0.3421132439189351,0.3421132439189351,0.0,0,true,30.784,30.784,4,4,0,0,0
0,S-BP,Line Model,0.3,0.7272727272727273,0.4272727272727273,2,false,0.006,0.006,4,5,0,0,0
1,S-BP,Line Model,0.45161290322580644,0.6481481481481481,0.1965352449223417,2,false,0.012,0.018000000000000002,4,5,0,0,0
2,S-BP,Line Model,0.5702875399361023,0.59375,0.02346246006389774,2,false,0.017,0.035,4,5,0,0,0
3,S-BP,Line Model,0.5775386313465783,0.5870556061987238,0.009516974852145421,2,false,0.027,0.062,4,5,0,0,0
4,S-BP,Line Model,0.5800744878957169,0.5811275352354761,0.0010530473397591944,2,false,0.031,0.093,4,5,0,0,0
5,S-BP,Line Model,0.5800744878957169,0.5807739774809305,6.994895852135974E-4,2,false,0.046,0.139,4,5,0,0,0
6,S-BP,Line Model,0.5803730337182941,0.5807739774809305,4.0094376263644094E-4,2,false,0.046,0.185,4,5,0,0,0
7,S-BP,Line Model,0.5803848953118529,0.5804547758708088,6.988055895595924E-5,2,false,0.052,0.237,4,5,0,0,0
8,S-BP,Line Model,0.5804125007382904,0.5804174197575097,4.919019219284948E-6,2,false,0.058,0.295,4,5,0,0,0
9,S-BP,Line Model,0.5804125007382904,0.5804149481608144,2.4474225239767833E-6,2,false,0.062,0.357,4,5,0,0,0
10,S-BP,Line Model,0.580413585519922,0.580414746647709,1.1611277870304804E-6,2,false,0.071,0.428,4,5,0,0,0
11,S-BP,Line Model,0.580413585519922,0.5804144816119434,8.960920214740042E-7,2,false,0.073,0.501,4,5,0,0,0
12,S-BP,Line Model,0.5804144424900259,0.5804144816119434,3.912191748334237E-8,2,false,0.082,0.583,4,5,0,0,0
13,S-BP,Line Model,0.5804144542607249,0.5804144686073591,1.4346634213957543E-8,2,false,0.099,0.6819999999999999,4,5,0,0,0
14,S-BP,Line Model,0.5804144583182369,0.5804144686073591,1.028912222089673E-8,2,false,0.092,0.7739999999999999,4,5,0,0,0
15,S-BP,Line Model,0.5804144588545694,0.5804144627939616,3.939392145824172E-9,2,false,0.105,0.8789999999999999,4,5,0,0,0
16,S-BP,Line Model,0.5804144588545694,0.5804144622206874,3.3661179399402386E-9,2,false,0.113,0.9919999999999999,4,5,0,0,0
17,S-BP,Line Model,0.5804144608886547,0.5804144616175658,7.289111536579185E-10,2,false,0.112,1.1039999999999999,4,5,0,0,0
18,S-BP,Line Model,0.5804144612148096,0.5804144612148096,0.0,1,false,0.065,1.1689999999999998,4,5,0,0,0
19,SGDPLL,Line Model,0.5804144612148096,0.5804144612148096,0.0,0,true,608.408,608.408,4,5,0,0,0
0,S-BP,Binary Tree Model,0.0,1.0,1.0,2,false,0.001,0.001,4,5,0,0,0
1,S-BP,Binary Tree Model,0.0,0.2727272727272727,0.2727272727272727,4,false,0.018,0.019,4,5,0,0,0
2,S-BP,Binary Tree Model,0.0,0.2727272727272727,0.2727272727272727,4,false,0.021,0.04,4,5,0,0,0
3,S-BP,Binary Tree Model,0.0,0.21649484536082475,0.21649484536082475,8,false,0.049,0.089,4,5,0,0,0
4,S-BP,Binary Tree Model,0.0,0.21649484536082475,0.21649484536082475,8,false,0.063,0.152,4,5,0,0,0
5,S-BP,Binary Tree Model,0.0,0.21649484536082475,0.21649484536082475,6,false,0.084,0.236,4,5,0,0,0
6,S-BP,Binary Tree Model,0.0,0.21649484536082475,0.21649484536082475,6,false,0.087,0.32299999999999995,4,5,0,0,0
7,S-BP,Binary Tree Model,0.0,0.21534653465346534,0.21534653465346534,12,false,0.147,0.47,4,5,0,0,0
8,S-BP,Binary Tree Model,0.0,0.21534653465346534,0.21534653465346534,12,false,0.149,0.619,4,5,0,0,0
9,S-BP,Binary Tree Model,0.0,0.21534653465346534,0.21534653465346534,8,false,0.18,0.7989999999999999,4,5,0,0,0
10,S-BP,Binary Tree Model,0.0,0.21534653465346534,0.21534653465346534,8,false,0.184,0.9829999999999999,4,5,0,0,0
11,S-BP,Binary Tree Model,0.005157131345688961,0.21534653465346534,0.21018940330777638,12,false,0.342,1.325,4,5,0,0,0
12,S-BP,Binary Tree Model,0.005157131345688961,0.21534653465346534,0.21018940330777638,12,false,0.338,1.663,4,5,0,0,0
13,S-BP,Binary Tree Model,0.005157131345688961,0.21467889908256882,0.20952176773687986,32,false,0.631,2.294,4,5,0,0,0
14,S-BP,Binary Tree Model,0.005157131345688961,0.21303841676367868,0.20788128541798973,16,false,0.442,2.736,4,5,0,0,0
15,S-BP,Binary Tree Model,0.005157131345688961,0.21303841676367868,0.20788128541798973,16,false,0.58,3.3160000000000003,4,5,0,0,0
16,S-BP,Binary Tree Model,0.005157131345688961,0.07983894409336074,0.07468181274767179,16,false,0.833,4.149,4,5,0,0,0
17,S-BP,Binary Tree Model,0.005517241379310344,0.07493785493421717,0.06942061355490683,8,false,1.366,5.515000000000001,4,5,0,0,0
18,S-BP,Binary Tree Model,0.005517241379310344,0.07493785493421717,0.06942061355490683,8,false,1.408,6.923,4,5,0,0,0
19,S-BP,Binary Tree Model,0.03453986278684646,0.07201486758556605,0.03747500479871959,16,false,2.736,9.659,4,5,0,0,0
20,S-BP,Binary Tree Model,0.03453986278684646,0.07201486758556605,0.03747500479871959,8,false,1.921,11.58,4,5,0,0,0
21,S-BP,Binary Tree Model,0.040762867258730975,0.06653403438965469,0.025771167130923714,4,false,3.654,15.234,4,5,0,0,0
22,S-BP,Binary Tree Model,0.053733996797914046,0.06337627069778655,0.009642273899872503,4,false,4.66,19.894,4,5,0,0,0
23,S-BP,Binary Tree Model,0.06029596194474278,0.06029596194474278,0.0,1,false,2.864,22.758,4,5,0,0,0
24,SGDPLL,Binary Tree Model,0.06029596194474278,0.06029596194474278,0.0,0,true,11.533,11.533,4,5,0,0,0
0,S-BP,IsingModel2X2,0.0,1.0,1.0,2,false,0.001,0.001,2,2,0,0,0
1,S-BP,IsingModel2X2,0.0,0.7619047619047619,0.7619047619047619,4,false,0.011,0.012,2,2,0,0,0
2,S-BP,IsingModel2X2,0.18823529411764706,0.5454545454545454,0.35721925133689836,4,false,0.014,0.026000000000000002,2,2,0,0,0
3,S-BP,IsingModel2X2,0.3362175525339926,0.3362175525339926,0.0,1,false,0.039,0.065,2,2,0,0,0
4,SGDPLL,IsingModel2X2,0.3362175525339926,0.3362175525339926,0.0,0,true,0.006,0.006,2,2,0,0,0
0,S-BP,IsingModel3X3,0.0,1.0,1.0,2,false,0.0,0.0,3,3,0,0,0
1,S-BP,IsingModel3X3,0.0,1.0,1.0,4,false,0.008,0.008,3,3,0,0,0
2,S-BP,IsingModel3X3,0.0,1.0,1.0,4,false,0.008,0.016,3,3,0,0,0
3,S-BP,IsingModel3X3,0.0,0.47596153846153844,0.47596153846153844,8,false,0.029,0.045,3,3,0,0,0
4,S-BP,IsingModel3X3,0.0,0.47596153846153844,0.47596153846153844,8,false,0.03,0.075,3,3,0,0,0
5,S-BP,IsingModel3X3,0.0,0.11132977228001124,0.11132977228001124,8,false,0.093,0.16799999999999998,3,3,0,0,0
6,S-BP,IsingModel3X3,0.0,0.11132977228001124,0.11132977228001124,8,false,0.105,0.27299999999999996,3,3,0,0,0
7,S-BP,IsingModel3X3,0.0,0.11132977228001124,0.11132977228001124,16,false,0.219,0.492,3,3,0,0,0
8,S-BP,IsingModel3X3,0.0,0.10786175465248765,0.10786175465248765,8,false,0.153,0.645,3,3,0,0,0
9,S-BP,IsingModel3X3,0.0,0.0984018363722985,0.0984018363722985,4,false,0.269,0.914,3,3,0,0,0
10,S-BP,IsingModel3X3,0.0,0.09426799161877891,0.09426799161877891,4,false,0.302,1.216,3,3,0,0,0
11,S-BP,IsingModel3X3,0.047553666409714514,0.047553666409714514,0.0,1,false,0.325,1.541,3,3,0,0,0
12,SGDPLL,IsingModel3X3,0.047553666409714514,0.047553666409714514,0.0,0,true,0.418,0.418,3,3,0,0,0
