Id,TypeOfComputationUsed,GraphicalModelName,Iteration,MinAndMaxProbabilityofQueryequalsTrue,MaxAndMaxProbabilityofQueryequalsTrue,IntervalLength,NumberOfExtremePoints,AllExplored,Time,Total Time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5
160,S-BP,lineModel20Incremental,8,0.6393333355331104,0.6393333355331104,0.0,2,false,0.067,0.353,0,0,0,0,0
161,S-BP,lineModel20Incremental,9,0.6393333355331104,0.6393333355331104,0.0,2,false,0.069,0.422,0,0,0,0,0
162,S-BP,lineModel20Incremental,10,0.6393333355331104,0.6393333355331104,0.0,2,false,0.08,0.502,0,0,0,0,0
163,S-BP,lineModel20Incremental,11,0.6393333355331104,0.6393333355331104,0.0,2,false,0.087,0.589,0,0,0,0,0
164,S-BP,lineModel20Incremental,12,0.6393333355331104,0.6393333355331104,0.0,2,false,0.1,0.689,0,0,0,0,0
165,S-BP,lineModel20Incremental,13,0.6393333355331104,0.6393333355331104,0.0,2,false,0.103,0.7919999999999999,0,0,0,0,0
166,S-BP,lineModel20Incremental,14,0.6393333355331104,0.6393333355331104,0.0,2,false,0.107,0.8989999999999999,0,0,0,0,0
167,S-BP,lineModel20Incremental,15,0.6393333355331104,0.6393333355331104,0.0,2,false,0.124,1.023,0,0,0,0,0
168,S-BP,lineModel20Incremental,16,0.6393333355331104,0.6393333355331104,0.0,2,false,0.128,1.1509999999999998,0,0,0,0,0
169,S-BP,lineModel20Incremental,17,0.6393333355331104,0.6393333355331104,0.0,2,false,0.144,1.2949999999999997,0,0,0,0,0
170,S-BP,lineModel20Incremental,18,0.6393333355331104,0.6393333355331104,0.0,1,true,0.071,1.3659999999999997,0,0,0,0,0
171,S-BP,lineModel20Incremental,0,0.2727272727272727,1.0,0.7272727272727273,2,false,0.006,0.006,0,0,0,0,0
172,S-BP,lineModel20Incremental,1,0.2727272727272727,0.7948717948717948,0.5221445221445221,2,false,0.015,0.020999999999999998,0,0,0,0,0
173,S-BP,lineModel20Incremental,2,0.4232902033271719,0.7166212534059946,0.2933310500788227,2,false,0.024,0.045,0,0,0,0,0
174,S-BP,lineModel20Incremental,3,0.6121956569423119,0.7166212534059946,0.10442559646368266,2,false,0.031,0.076,0,0,0,0,0
175,S-BP,lineModel20Incremental,4,0.6187604919661517,0.6486653661321787,0.02990487416602705,2,false,0.04,0.11599999999999999,0,0,0,0,0
176,S-BP,lineModel20Incremental,5,0.6392020815264527,0.6396145303877715,4.1244886131874825E-4,2,false,0.048,0.16399999999999998,0,0,0,0,0
177,S-BP,lineModel20Incremental,6,0.6392020815264527,0.6394012181092373,1.99136582784587E-4,2,false,0.053,0.21699999999999997,0,0,0,0,0
178,S-BP,lineModel20Incremental,7,0.6392933391391247,0.6393557915465222,6.245240739755076E-5,2,false,0.061,0.27799999999999997,0,0,0,0,0
179,S-BP,lineModel20Incremental,8,0.6393333355331104,0.6393333355331104,0.0,2,false,0.067,0.345,0,0,0,0,0
180,S-BP,lineModel20Incremental,9,0.6393333355331104,0.6393333355331104,0.0,2,false,0.076,0.421,0,0,0,0,0
181,S-BP,lineModel20Incremental,10,0.6393333355331104,0.6393333355331104,0.0,2,false,0.086,0.507,0,0,0,0,0
182,S-BP,lineModel20Incremental,11,0.6393333355331104,0.6393333355331104,0.0,2,false,0.092,0.599,0,0,0,0,0
183,S-BP,lineModel20Incremental,12,0.6393333355331104,0.6393333355331104,0.0,2,false,0.099,0.698,0,0,0,0,0
184,S-BP,lineModel20Incremental,13,0.6393333355331104,0.6393333355331104,0.0,2,false,0.109,0.8069999999999999,0,0,0,0,0
185,S-BP,lineModel20Incremental,14,0.6393333355331104,0.6393333355331104,0.0,2,false,0.118,0.9249999999999999,0,0,0,0,0
186,S-BP,lineModel20Incremental,15,0.6393333355331104,0.6393333355331104,0.0,2,false,0.127,1.052,0,0,0,0,0
187,S-BP,lineModel20Incremental,16,0.6393333355331104,0.6393333355331104,0.0,2,false,0.135,1.187,0,0,0,0,0
188,S-BP,lineModel20Incremental,17,0.6393333355331104,0.6393333355331104,0.0,2,false,0.149,1.336,0,0,0,0,0
189,S-BP,lineModel20Incremental,18,0.6393333355331104,0.6393333355331104,0.0,1,true,0.074,1.4100000000000001,0,0,0,0,0
190,S-BP,lineModel20Incremental,0,0.2727272727272727,1.0,0.7272727272727273,2,false,0.007,0.007,0,0,0,0,0
191,S-BP,lineModel20Incremental,1,0.2727272727272727,0.7948717948717948,0.5221445221445221,2,false,0.013,0.02,0,0,0,0,0
192,S-BP,lineModel20Incremental,2,0.4232902033271719,0.7166212534059946,0.2933310500788227,2,false,0.023,0.043,0,0,0,0,0
193,S-BP,lineModel20Incremental,3,0.6121956569423119,0.7166212534059946,0.10442559646368266,2,false,0.031,0.074,0,0,0,0,0
194,S-BP,lineModel20Incremental,4,0.6187604919661517,0.6486653661321787,0.02990487416602705,2,false,0.039,0.11299999999999999,0,0,0,0,0
195,S-BP,lineModel20Incremental,5,0.6392020815264527,0.6396145303877715,4.1244886131874825E-4,2,false,0.051,0.16399999999999998,0,0,0,0,0
196,S-BP,lineModel20Incremental,6,0.6392020815264527,0.6394012181092373,1.99136582784587E-4,2,false,0.064,0.22799999999999998,0,0,0,0,0
197,S-BP,lineModel20Incremental,7,0.6392933391391247,0.6393557915465222,6.245240739755076E-5,2,false,0.068,0.296,0,0,0,0,0
198,S-BP,lineModel20Incremental,8,0.6393333355331104,0.6393333355331104,0.0,2,false,0.069,0.365,0,0,0,0,0
199,S-BP,lineModel20Incremental,9,0.6393333355331104,0.6393333355331104,0.0,2,false,0.079,0.444,0,0,0,0,0
200,S-BP,lineModel20Incremental,10,0.6393333355331104,0.6393333355331104,0.0,2,false,0.089,0.533,0,0,0,0,0
201,S-BP,lineModel20Incremental,11,0.6393333355331104,0.6393333355331104,0.0,2,false,0.096,0.629,0,0,0,0,0
202,S-BP,lineModel20Incremental,12,0.6393333355331104,0.6393333355331104,0.0,2,false,0.097,0.726,0,0,0,0,0
203,S-BP,lineModel20Incremental,13,0.6393333355331104,0.6393333355331104,0.0,2,false,0.114,0.84,0,0,0,0,0
204,S-BP,lineModel20Incremental,14,0.6393333355331104,0.6393333355331104,0.0,2,false,0.119,0.959,0,0,0,0,0
