Id,TypeOfComputationUsed,GraphicalModelName,Iteration,MinAndMaxProbabilityofQueryequalsTrue,MaxAndMaxProbabilityofQueryequalsTrue,IntervalLength,NumberOfExtremePoints,AllExplored,Time,Total Time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5
104,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.041,0.118,0,0,0,0,0
105,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.046,0.16399999999999998,0,0,0,0,0
106,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.056,0.21999999999999997,0,0,0,0,0
107,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.066,0.286,0,0,0,0,0
108,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.071,0.357,0,0,0,0,0
109,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.045,0.40199999999999997,0,0,0,0,0
110,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.01,0.01,0,0,0,0,0
111,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.024,0,0,0,0,0
112,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.02,0.044,0,0,0,0,0
113,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.028,0.072,0,0,0,0,0
114,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.042,0.11399999999999999,0,0,0,0,0
115,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.044,0.15799999999999997,0,0,0,0,0
116,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.056,0.21399999999999997,0,0,0,0,0
117,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.078,0.292,0,0,0,0,0
118,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.069,0.361,0,0,0,0,0
119,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.044,0.40499999999999997,0,0,0,0,0
120,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.007,0.007,0,0,0,0,0
121,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.021,0,0,0,0,0
122,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.023,0.044,0,0,0,0,0
123,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.028,0.072,0,0,0,0,0
124,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.04,0.11199999999999999,0,0,0,0,0
125,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.047,0.15899999999999997,0,0,0,0,0
126,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.059,0.21799999999999997,0,0,0,0,0
127,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.068,0.286,0,0,0,0,0
128,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.071,0.357,0,0,0,0,0
129,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.044,0.40099999999999997,0,0,0,0,0
130,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.008,0.008,0,0,0,0,0
131,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.017,0.025,0,0,0,0,0
132,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.022,0.047,0,0,0,0,0
133,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.027,0.074,0,0,0,0,0
134,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.043,0.11699999999999999,0,0,0,0,0
135,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.044,0.16099999999999998,0,0,0,0,0
136,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.062,0.22299999999999998,0,0,0,0,0
137,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.065,0.288,0,0,0,0,0
138,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.072,0.36,0,0,0,0,0
139,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.042,0.40199999999999997,0,0,0,0,0
140,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.007,0.007,0,0,0,0,0
141,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.017,0.024,0,0,0,0,0
142,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.021,0.045,0,0,0,0,0
143,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.028,0.073,0,0,0,0,0
144,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.04,0.11299999999999999,0,0,0,0,0
145,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.047,0.15999999999999998,0,0,0,0,0
146,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.056,0.21599999999999997,0,0,0,0,0
147,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.066,0.282,0,0,0,0,0
148,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.069,0.351,0,0,0,0,0
149,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.042,0.39299999999999996,0,0,0,0,0
150,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.007,0.007,0,0,0,0,0
151,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.021,0,0,0,0,0
152,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.021,0.042,0,0,0,0,0
153,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.027,0.069,0,0,0,0,0
154,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.038,0.10700000000000001,0,0,0,0,0
155,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.047,0.15400000000000003,0,0,0,0,0
156,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.055,0.20900000000000002,0,0,0,0,0
157,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.076,0.28500000000000003,0,0,0,0,0
158,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.071,0.35600000000000004,0,0,0,0,0
159,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.041,0.397,0,0,0,0,0
160,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.009,0.009,0,0,0,0,0
161,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.015,0.024,0,0,0,0,0
162,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.02,0.044,0,0,0,0,0
163,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.026,0.06999999999999999,0,0,0,0,0
164,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.038,0.10799999999999998,0,0,0,0,0
165,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.047,0.15499999999999997,0,0,0,0,0
166,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.056,0.21099999999999997,0,0,0,0,0
167,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.062,0.27299999999999996,0,0,0,0,0
168,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.068,0.34099999999999997,0,0,0,0,0
169,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.04,0.38099999999999995,0,0,0,0,0
170,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.007,0.007,0,0,0,0,0
171,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.021,0,0,0,0,0
172,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.021,0.042,0,0,0,0,0
173,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.027,0.069,0,0,0,0,0
174,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.036,0.10500000000000001,0,0,0,0,0
175,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.046,0.15100000000000002,0,0,0,0,0
176,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.054,0.20500000000000002,0,0,0,0,0
177,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.063,0.268,0,0,0,0,0
178,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.075,0.343,0,0,0,0,0
179,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.039,0.382,0,0,0,0,0
180,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.009,0.009,0,0,0,0,0
181,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.023,0,0,0,0,0
182,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.02,0.043,0,0,0,0,0
183,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.031,0.074,0,0,0,0,0
184,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.037,0.11099999999999999,0,0,0,0,0
185,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.045,0.15599999999999997,0,0,0,0,0
186,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.056,0.21199999999999997,0,0,0,0,0
187,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.064,0.27599999999999997,0,0,0,0,0
188,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.07,0.346,0,0,0,0,0
189,S-BP,lineModel25NONIncremental,9,0.6950150642719393,0.6950150642719393,0.0,1,false,0.039,0.38499999999999995,0,0,0,0,0
190,S-BP,lineModel25NONIncremental,0,0.6666666666666666,0.75,0.08333333333333337,2,false,0.009,0.009,0,0,0,0,0
191,S-BP,lineModel25NONIncremental,1,0.675,0.75,0.07499999999999996,2,false,0.014,0.023,0,0,0,0,0
192,S-BP,lineModel25NONIncremental,2,0.6907894736842105,0.75,0.05921052631578949,2,false,0.021,0.044,0,0,0,0,0
193,S-BP,lineModel25NONIncremental,3,0.6940993788819876,0.75,0.05590062111801242,2,false,0.028,0.072,0,0,0,0,0
194,S-BP,lineModel25NONIncremental,4,0.6940993788819876,0.6951219512195121,0.0010225723375245632,2,false,0.036,0.10799999999999998,0,0,0,0,0
195,S-BP,lineModel25NONIncremental,5,0.6949781659388646,0.695069065210408,9.089927154337651E-5,2,false,0.044,0.15199999999999997,0,0,0,0,0
196,S-BP,lineModel25NONIncremental,6,0.6949997144325776,0.695027083093235,2.7368660657445254E-5,2,false,0.051,0.20299999999999996,0,0,0,0,0
197,S-BP,lineModel25NONIncremental,7,0.6950133379227261,0.695016762744352,3.4248216258525588E-6,2,false,0.065,0.26799999999999996,0,0,0,0,0
198,S-BP,lineModel25NONIncremental,8,0.6950150493813431,0.6950151046213753,5.524003221513141E-8,2,false,0.07,0.33799999999999997,0,0,0,0,0
