Id,TypeOfComputationUsed,GraphicalModelName,Iteration,MinAndMaxProbabilityofQueryequalsTrue,MaxAndMaxProbabilityofQueryequalsTrue,IntervalLength,NumberOfExtremePoints,AllExplored,Time,Total Time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5
40,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.027,0.028,0,0,0,0,0
41,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.031,0.059,0,0,0,0,0
42,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.0,0.0,0,0,0,0,0
43,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.032,0.032,0,0,0,0,0
44,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.038,0.07,0,0,0,0,0
45,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.0,0.0,0,0,0,0,0
46,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.029,0.029,0,0,0,0,0
47,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.035,0.064,0,0,0,0,0
48,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.001,0.001,0,0,0,0,0
49,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.032,0.033,0,0,0,0,0
50,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.025,0.058,0,0,0,0,0
51,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.0,0.0,0,0,0,0,0
52,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.029,0.029,0,0,0,0,0
53,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.028,0.057,0,0,0,0,0
54,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.001,0.001,0,0,0,0,0
55,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.03,0.031,0,0,0,0,0
56,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.031,0.062,0,0,0,0,0
57,S-BP,IsingModel8X2NONIncremental,0,0.0,1.0,1.0,2,false,0.001,0.001,0,0,0,0,0
58,S-BP,IsingModel8X2NONIncremental,1,0.0,1.0,1.0,3,false,0.024,0.025,0,0,0,0,0
59,S-BP,IsingModel8X2NONIncremental,2,1.0,1.0,0.0,2,false,0.026,0.051000000000000004,0,0,0,0,0
